Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,season
2011-03-01,Adelaide,15.8,22.0,0.0,6.4,9.4,SSE,43.0,S,SSE,13.0,22.0,58.0,39.0,1016.0,1017.4,4.333333333333333,5.5,17.4,20.2,No,No,0.0,Autumn
2011-03-01,Cobar,23.2,32.5,0.8,13.6,7.25,SW,41.0,SSW,SSW,15.0,22.0,49.0,39.0,1007.1,1009.1,2.0,7.0,26.7,29.2,No,No,0.0,Autumn
2011-03-01,Canberra,15.6,24.5,2.0,3.2,5.6,NW,59.0,WNW,NW,24.0,20.0,58.0,34.0,1003.5,1006.6,1.0,5.0,22.8,21.1,Yes,No,0.0,Autumn
2011-03-01,MountGambier,11.6,17.9,1.0,3.6,10.7,SW,52.0,SSW,SSW,30.0,30.0,65.0,35.0,1014.5,1017.7,5.0,3.0,14.8,17.1,No,No,0.0,Autumn
2011-03-01,MelbourneAirport,12.0,18.9,1.2,1.2,8.9,SW,54.0,WSW,S,17.0,31.0,74.0,48.0,1009.5,1014.0,6.0,6.0,14.3,16.1,Yes,No,0.2,Autumn
2011-03-01,Sydney,22.7,33.6,0.6,4.4,1.9,SSE,54.0,W,WNW,9.0,17.0,53.0,39.0,1002.4,1003.1,4.333333333333333,5.5,28.8,32.5,No,No,0.0,Autumn
2011-03-01,Dartmoor,11.7,16.9,1.2,3.6,10.7,SSW,50.0,SW,SW,24.0,30.0,80.0,57.0,1013.6,1017.5,4.333333333333333,5.5,13.2,15.0,Yes,No,0.0,Autumn
2011-03-01,Melbourne,14.3,19.5,0.2,1.2,8.9,SW,54.0,WSW,S,17.0,31.0,67.0,40.0,1009.2,1013.8,6.0,5.0,15.8,19.0,No,No,0.4,Autumn
2011-03-02,Sydney,19.4,21.8,0.0,9.2,0.0,SSE,43.0,ESE,E,19.0,11.0,58.0,59.0,1017.1,1015.0,5.333333333333333,7.5,20.5,21.2,No,No,0.0,Autumn
2011-03-02,Melbourne,11.1,19.8,0.4,3.6,10.3,WSW,35.0,SW,SSW,9.0,15.0,60.0,48.0,1018.2,1015.9,3.0,7.0,13.6,17.9,No,No,0.0,Autumn
2011-03-02,Adelaide,12.5,22.4,0.0,5.4,12.0,SE,41.0,ESE,WSW,11.0,15.0,41.0,33.0,1019.3,1017.1,5.333333333333333,7.5,15.5,21.6,No,No,0.0,Autumn
2011-03-02,MountGambier,6.9,16.1,0.0,3.8,6.5200000000000005,W,35.0,NNW,W,9.0,20.0,76.0,60.0,1019.5,1017.6,7.0,8.0,12.1,15.3,No,No,0.0,Autumn
2011-03-02,Cobar,18.2,28.9,0.0,9.8,6.5200000000000005,S,31.0,SE,SSW,13.0,15.0,45.0,21.0,1013.9,1011.3,6.0,7.0,18.6,27.8,No,No,0.0,Autumn
2011-03-02,MelbourneAirport,7.3,19.6,0.2,3.6,10.3,WSW,35.0,SW,SSW,9.0,15.0,69.0,48.0,1018.1,1015.9,1.0,7.0,11.9,17.5,No,No,0.0,Autumn
2011-03-02,Canberra,9.0,22.7,0.0,0.7,6.5200000000000005,NNE,30.0,NE,SSW,19.0,4.0,78.0,56.0,1017.8625,1012.4,7.0,8.0,14.0,20.6,No,No,0.0,Autumn
2011-03-02,SydneyAirport,18.6,22.9,0.0,9.2,0.0,SSE,43.0,ESE,ENE,17.0,17.0,56.0,57.0,1017.4,1015.2,8.0,8.0,20.5,21.3,No,No,0.0,Autumn
2011-03-02,Dartmoor,6.5,16.2,0.0,3.8,6.5200000000000005,WSW,31.0,NNW,W,9.0,15.0,90.0,69.0,1019.4,1017.6,5.333333333333333,7.5,10.9,15.5,No,No,0.0,Autumn
2011-03-03,Canberra,9.6,24.7,0.0,4.566666666666666,11.0,NW,54.0,N,WNW,15.0,22.0,81.0,27.0,1010.6,1008.3,5.2,7.0,14.6,23.9,No,No,0.0,Autumn
2011-03-03,Melbourne,13.6,20.1,0.0,4.6,7.8,WSW,48.0,W,SW,22.0,28.0,62.0,59.0,1013.4,1013.4,7.0,6.0,16.2,18.5,No,No,0.0,Autumn
2011-03-03,MelbourneAirport,11.8,20.0,0.0,4.6,7.8,WSW,48.0,W,SW,22.0,28.0,63.0,51.0,1013.6,1013.3,7.0,7.0,15.5,18.6,No,No,0.0,Autumn
2011-03-03,Adelaide,11.2,24.3,0.0,5.4,11.9,SSW,33.0,S,S,9.0,17.0,58.0,43.0,1018.1,1016.1,5.2,7.0,16.6,22.9,No,No,0.0,Autumn
2011-03-03,Cobar,17.2,26.1,0.0,8.4,9.916666666666666,S,31.0,SSE,SSE,9.0,9.0,32.0,23.0,1013.0,1011.3,7.0,8.0,18.4,25.1,No,No,0.0,Autumn
2011-03-03,MountGambier,12.1,18.7,0.0,4.566666666666666,9.916666666666666,SW,41.0,WSW,SW,13.0,24.0,74.0,52.0,1015.9,1015.9,3.0,8.0,15.3,17.1,No,No,0.0,Autumn
2011-03-03,SydneyAirport,17.6,31.7,0.0,2.2,10.5,W,46.0,WNW,SE,15.0,26.0,70.0,34.0,1009.4,1007.5,2.0,6.0,20.9,27.8,No,No,0.0,Autumn
2011-03-03,Sydney,17.4,31.7,0.0,2.2,10.5,ESE,33.0,W,SE,20.0,28.0,77.0,35.0,1009.1,1007.1,5.2,7.0,20.9,29.5,No,No,0.0,Autumn
2011-03-03,Dartmoor,10.9,18.3,0.0,4.566666666666666,9.916666666666666,SSW,43.0,WSW,WSW,11.0,20.0,92.0,64.0,1015.4,1016.0,5.2,7.0,13.9,16.8,No,No,0.2,Autumn
2011-03-04,Dartmoor,12.2,17.2,0.2,8.0,7.0,SSW,39.0,WSW,S,9.0,20.0,83.0,66.0,1017.8,1019.6,5.666666666666667,5.333333333333333,13.0,15.8,No,No,0.0,Autumn
2011-03-04,MountGambier,12.2,18.0,0.0,8.0,7.0,SSW,37.0,SSW,SSW,19.0,22.0,53.0,62.0,1018.2,1019.6,7.0,7.0,14.7,14.9,No,No,0.0,Autumn
2011-03-04,Cobar,15.9,30.9,0.0,7.2,7.0,ESE,31.0,SE,SSW,11.0,13.0,44.0,13.0,1012.7,1010.9,7.0,7.0,19.1,28.7,No,No,0.0,Autumn
2011-03-04,MelbourneAirport,10.2,17.6,0.0,5.0,0.5,WSW,41.0,WSW,S,28.0,28.0,67.0,73.0,1015.8,1017.4,7.0,8.0,13.4,14.5,No,No,0.4,Autumn
2011-03-04,Melbourne,13.6,18.6,0.0,5.0,0.5,WSW,41.0,WSW,S,28.0,28.0,62.0,62.0,1015.6,1017.5,7.0,7.0,14.9,16.8,No,No,0.0,Autumn
2011-03-04,Sydney,19.1,25.8,0.0,8.0,9.4,SSE,46.0,W,E,9.0,24.0,72.0,63.0,1011.7,1009.8,5.666666666666667,5.333333333333333,22.5,25.4,No,No,0.2,Autumn
2011-03-04,SydneyAirport,19.1,28.1,0.0,8.0,9.4,SSE,52.0,NW,ENE,11.0,28.0,62.0,54.0,1011.9,1009.7,5.0,2.0,23.5,26.8,No,No,0.8,Autumn
2011-03-04,Canberra,4.1,25.2,0.0,6.4,10.4,NW,43.0,WSW,NW,0.0,24.0,80.0,26.0,1012.4,1010.6,1.0,1.0,11.8,23.7,No,No,0.0,Autumn
2011-03-04,Adelaide,11.5,24.3,0.0,5.4,11.8,ESE,33.0,ESE,ESE,6.0,11.0,58.0,34.0,1018.7,1016.8,5.666666666666667,5.333333333333333,16.3,23.5,No,No,0.0,Autumn
2011-03-05,Canberra,11.5,19.7,0.0,5.6,7.1,E,39.0,ESE,ESE,15.0,17.0,72.0,44.0,1022.7,1022.5,7.0,5.0,12.3,17.5,No,No,0.0,Autumn
2011-03-05,MountGambier,8.5,20.5,0.0,1.4,10.5,SE,39.0,E,E,20.0,19.0,52.0,36.0,1024.4,1021.9,3.0,0.0,13.1,19.2,No,No,0.0,Autumn
2011-03-05,Melbourne,10.8,24.5,0.0,3.4,12.1,SSE,39.0,SSE,WSW,22.0,13.0,48.0,36.0,1023.7,1021.9,3.8,2.8,14.1,22.4,No,No,0.0,Autumn
2011-03-05,SydneyAirport,17.8,21.9,0.8,8.2,0.6,SSE,50.0,SSE,SE,33.0,26.0,57.0,50.0,1022.8,1023.9,7.0,7.0,19.4,21.0,No,No,0.2,Autumn
2011-03-05,Cobar,14.4,32.7,0.0,8.4,8.175,SSE,42.0,SSE,ESE,11.0,13.0,42.0,13.0,1016.1,1014.3,1.0,1.0,18.7,31.0,No,No,0.0,Autumn
2011-03-05,Dartmoor,10.1,20.0,0.0,1.4,10.5,ESE,44.0,E,SE,13.0,22.0,68.0,46.0,1024.5,1022.4,3.8,2.8,12.2,18.7,No,No,0.0,Autumn
2011-03-05,MelbourneAirport,7.6,21.5,0.4,3.4,12.1,SSE,39.0,SSE,WSW,22.0,13.0,49.0,41.0,1023.6,1022.2,1.0,1.0,13.1,19.7,No,No,0.0,Autumn
2011-03-05,Sydney,18.1,23.2,0.2,8.2,0.6,ESE,43.0,SSE,ESE,22.0,28.0,70.0,50.0,1022.5,1023.5,3.8,2.8,18.7,22.2,No,No,0.2,Autumn
2011-03-05,Adelaide,13.8,26.2,0.0,5.0,11.9,E,43.0,ENE,E,19.0,13.0,56.0,31.0,1020.6,1018.5,3.8,2.8,16.0,24.4,No,No,0.0,Autumn
2011-03-06,SydneyAirport,18.1,22.4,0.2,8.2,2.9,ESE,41.0,SE,SE,20.0,22.0,42.0,43.0,1027.4,1026.8,2.0,7.0,20.6,21.2,No,No,0.0,Autumn
2011-03-06,Cobar,17.1,30.9,0.0,10.4,8.975,N,44.0,ENE,E,20.0,20.0,47.0,27.0,1023.9625,1020.9714285714286,2.0,1.0,19.9,30.0,No,No,0.0,Autumn
2011-03-06,Sydney,18.0,23.6,0.2,8.2,2.9,ESE,35.0,SSE,E,17.0,19.0,48.0,44.0,1026.9,1026.3,2.4,2.8,21.0,22.2,No,No,0.0,Autumn
2011-03-06,MelbourneAirport,7.9,26.5,0.0,4.8,12.0,N,59.0,N,NE,28.0,22.0,60.0,34.0,1025.0,1022.3,0.0,1.0,16.9,25.5,No,No,0.0,Autumn
2011-03-06,MountGambier,8.6,30.8,0.0,4.6,11.1,NE,39.0,NE,NE,17.0,22.0,68.0,31.0,1021.0,1017.3,0.0,1.0,16.0,29.1,No,No,0.0,Autumn
2011-03-06,Adelaide,12.9,34.6,0.0,6.199999999999999,12.1,N,39.0,NNE,WNW,11.0,17.0,26.0,17.0,1017.5,1014.2,2.4,2.8,21.6,33.1,No,No,0.0,Autumn
2011-03-06,Dartmoor,9.2,30.1,0.0,4.6,11.1,N,39.0,E,N,13.0,20.0,80.0,39.0,1021.5,1018.0,2.4,2.8,14.2,29.0,No,No,0.0,Autumn
2011-03-06,Melbourne,11.3,28.0,0.0,4.8,12.0,N,59.0,N,NE,28.0,22.0,68.0,31.0,1025.3,1021.9,2.4,2.8,15.7,26.9,No,No,0.0,Autumn
2011-03-06,Canberra,11.5,20.1,0.0,4.0,7.7,ENE,41.0,ENE,NE,15.0,20.5,62.0,33.25,1027.1,1020.9714285714286,8.0,4.0,13.6,27.125,No,No,0.0,Autumn
2011-03-07,Melbourne,15.6,29.2,0.0,7.2,11.6,N,80.0,N,N,48.0,43.0,51.0,32.0,1020.7,1016.3,0.0,1.0,19.4,28.1,No,No,0.0,Autumn
2011-03-07,SydneyAirport,17.2,24.8,0.0,4.8,10.1,E,39.0,E,E,15.0,22.0,51.0,48.0,1025.1,1022.3,4.0,2.0,22.1,23.5,No,No,0.0,Autumn
2011-03-07,Adelaide,21.6,34.9,0.0,19.6,6.5,N,57.0,NNE,NNW,13.0,22.0,37.0,26.0,1013.3,1009.3,1.1666666666666667,1.8333333333333333,28.6,34.0,No,Yes,30.2,Autumn
2011-03-07,Sydney,17.0,24.4,0.0,4.8,10.1,ENE,33.0,ESE,E,9.0,20.0,67.0,48.0,1024.8,1022.2,1.1666666666666667,1.8333333333333333,20.3,23.8,No,No,0.2,Autumn
2011-03-07,MelbourneAirport,13.9,28.4,0.0,7.2,11.6,N,80.0,N,N,48.0,43.0,52.0,35.0,1020.2,1016.2,0.0,1.0,18.3,27.3,No,No,0.0,Autumn
2011-03-07,Canberra,5.5,25.0,0.0,4.0,10.3,N,28.0,NNE,NW,4.0,11.0,79.0,36.0,1025.4,1020.1,1.0,1.0,12.4,23.9,No,No,3.8,Autumn
2011-03-07,Cobar,18.3,30.7,0.0,11.6,9.875,ENE,43.0,ENE,NE,22.0,17.0,46.0,24.0,1020.0625,1016.0625,1.0,1.0,21.3,29.3,No,No,0.0,Autumn
2011-03-07,Dartmoor,14.2,33.9,0.0,9.0,9.4,N,56.0,NNE,N,20.0,30.0,43.0,31.0,1015.9,1011.5,1.1666666666666667,1.8333333333333333,22.6,32.2,No,No,0.0,Autumn
2011-03-07,MountGambier,15.9,34.2,0.0,9.0,9.4,N,56.0,NNE,N,30.0,31.0,40.0,23.0,1015.1,1010.6,1.0,5.0,22.7,32.5,No,No,0.0,Autumn
2011-03-08,Canberra,7.8,27.2,3.8,4.0,9.9,N,48.285714285714285,N,WNW,0.0,22.0,88.0,36.0,1019.0,1015.1,1.0,4.0,13.5,25.9,No,No,0.0,Autumn
2011-03-08,Cobar,17.7,28.6,0.0,10.0,3.8625,N,48.285714285714285,NE,N,19.0,13.0,47.0,34.0,1016.2,1013.3,7.0,7.0,22.7,27.0,No,Yes,3.2,Autumn
2011-03-08,Dartmoor,20.2,24.2,0.0,10.2,0.0,NNW,41.0,N,NW,17.0,15.0,54.0,99.0,1008.7,1008.1,5.0,5.666666666666667,23.6,21.7,No,Yes,10.2,Autumn
2011-03-08,Adelaide,21.4,23.2,30.2,5.4,0.0,N,22.0,NE,SW,9.0,9.0,94.0,95.0,1009.3,1008.2,5.0,5.666666666666667,22.7,22.2,Yes,Yes,15.2,Autumn
2011-03-08,MountGambier,18.6,22.7,0.0,10.2,0.0,N,35.0,N,W,20.0,13.0,59.0,80.0,1008.7,1008.2,7.0,8.0,22.3,22.2,No,No,0.8,Autumn
2011-03-08,SydneyAirport,17.7,28.1,0.0,6.8,10.4,NNE,54.0,NW,NE,11.0,35.0,64.0,47.0,1020.0,1015.6,1.0,1.0,22.0,27.9,No,No,0.0,Autumn
2011-03-08,Melbourne,19.4,27.2,0.0,10.8,0.1,N,69.0,N,N,44.0,19.0,47.0,40.0,1012.7,1010.2,7.0,7.0,21.8,26.2,No,No,0.2,Autumn
2011-03-08,MelbourneAirport,17.4,26.2,0.0,10.8,0.1,N,69.0,N,N,44.0,19.0,59.0,46.0,1012.5,1010.5,7.0,7.0,18.9,25.3,No,No,0.0,Autumn
2011-03-08,Sydney,17.6,25.8,0.2,6.8,10.4,NNE,48.0,W,NE,7.0,30.0,71.0,60.0,1019.7,1015.8,5.0,5.666666666666667,21.2,25.2,No,No,0.0,Autumn
2011-03-09,Cobar,18.9,27.1,3.2,4.2,1.8125,N,35.5,NE,NNW,9.0,19.0,71.0,49.0,1013.2,1012.2,8.0,8.0,21.1,26.4,Yes,Yes,3.6,Autumn
2011-03-09,Melbourne,19.4,23.8,0.2,2.6,0.7,N,43.0,SSW,N,7.0,24.0,80.0,67.0,1012.6,1011.5,7.0,8.0,21.3,23.6,No,Yes,11.2,Autumn
2011-03-09,MelbourneAirport,16.3,22.8,0.0,2.6,0.7,N,43.0,SSW,N,7.0,24.0,85.0,75.0,1012.9,1011.7,7.0,7.0,18.9,22.4,No,Yes,9.6,Autumn
2011-03-09,SydneyAirport,20.8,32.1,0.0,8.0,2.3,WNW,31.0,NW,WNW,13.0,20.0,68.0,32.0,1015.4,1013.2,7.0,7.0,23.2,30.8,No,No,0.0,Autumn
2011-03-09,Canberra,12.1,26.4,0.0,4.0,4.7,WNW,39.0,NNE,NW,2.0,20.0,79.0,59.0,1016.4,1015.0,7.0,8.0,16.6,21.3,No,Yes,4.8,Autumn
2011-03-09,Adelaide,16.8,22.1,15.2,1.2,3.8,WSW,39.0,S,S,9.0,17.0,78.0,61.0,1012.6,1012.6,7.333333333333333,7.666666666666667,17.8,20.5,Yes,No,0.0,Autumn
2011-03-09,Sydney,20.7,30.8,0.0,8.0,2.3,NW,24.0,W,NW,6.0,17.0,77.0,38.0,1015.2,1013.1,7.333333333333333,7.666666666666667,21.8,30.6,No,No,0.0,Autumn
2011-03-09,Dartmoor,14.3,17.2,10.2,1.2,0.0,SSW,30.0,SSE,SSE,17.0,15.0,99.0,95.0,1013.0,1012.7,7.333333333333333,7.666666666666667,14.6,16.6,Yes,Yes,1.2,Autumn
2011-03-09,MountGambier,13.9,17.7,0.8,1.2,0.0,S,35.0,S,S,17.0,24.0,91.0,83.0,1013.1,1012.9,8.0,8.0,14.6,16.3,No,No,1.0,Autumn
2011-03-10,Melbourne,15.2,18.7,11.2,1.8,0.0,SW,33.0,S,S,19.0,20.0,91.0,70.0,1015.4,1015.6,8.0,7.0,15.6,18.1,Yes,No,0.2,Autumn
2011-03-10,SydneyAirport,23.0,29.2,0.0,6.2,0.0,SSW,57.0,WNW,NE,9.0,17.0,58.0,55.0,1013.5,1012.0,7.0,7.0,25.0,27.2,No,No,0.0,Autumn
2011-03-10,Sydney,21.8,27.4,0.0,6.2,0.0,SE,24.0,W,ENE,6.0,9.0,70.0,68.0,1013.3,1012.0,7.666666666666667,7.5,23.8,25.2,No,No,0.0,Autumn
2011-03-10,Adelaide,14.9,21.6,0.0,4.2,7.1,SE,35.0,SSE,SE,13.0,17.0,62.0,53.0,1016.3,1015.1,7.666666666666667,7.5,17.1,19.8,No,No,0.0,Autumn
2011-03-10,Cobar,18.6,28.5,3.6,4.2,1.5,N,31.0,NE,NNW,13.0,13.0,79.0,58.0,1015.2625,1009.1,8.0,8.0,20.5,25.5,Yes,No,0.4,Autumn
2011-03-10,Dartmoor,12.6,18.2,1.2,1.2,2.0,SE,35.0,SSE,SE,15.0,24.0,82.0,70.0,1017.0,1017.0,7.666666666666667,7.5,14.3,17.3,Yes,No,0.0,Autumn
2011-03-10,MountGambier,13.1,18.8,1.0,1.2,2.0,SE,37.0,SSE,SE,17.0,22.0,75.0,61.0,1017.0,1016.6,7.0,7.0,14.6,18.3,No,No,0.2,Autumn
2011-03-10,Canberra,16.6,20.6,4.8,3.2,0.9,N,28.0,SSW,NNW,6.0,7.0,95.0,89.0,1014.1,1013.7,8.0,8.0,17.3,18.9,Yes,Yes,13.4,Autumn
2011-03-10,MelbourneAirport,14.2,16.7,9.6,1.8,0.0,SW,33.0,S,S,19.0,20.0,99.0,76.0,1015.5,1015.6,8.0,8.0,14.7,16.5,Yes,No,0.2,Autumn
2011-03-11,MelbourneAirport,14.6,26.0,0.2,0.6,7.7,S,24.0,N,SSE,2.0,9.0,89.0,59.0,1017.2,1015.1,8.0,1.0,16.4,24.4,No,No,0.0,Autumn
2011-03-11,Cobar,19.5,29.2,0.4,2.6,5.5,N,24.0,E,E,7.0,4.0,84.0,64.0,1012.6,1011.3,7.0,7.0,22.4,26.8,No,Yes,2.6,Autumn
2011-03-11,Canberra,16.4,23.0,13.4,2.2,0.8,ENE,26.0,SSE,SSE,7.0,7.0,96.0,71.0,1017.0,1014.3875,8.0,7.0,16.6,21.3,Yes,Yes,1.4,Autumn
2011-03-11,Dartmoor,13.1,25.9,0.0,3.0,6.9,ESE,31.0,ESE,NW,13.0,9.0,94.0,62.0,1017.5,1015.2,7.5,4.166666666666667,15.9,23.7,No,No,0.0,Autumn
2011-03-11,SydneyAirport,21.4,25.7,0.0,3.6,1.8,S,33.0,SSW,SE,17.0,19.0,91.0,82.0,1016.2,1015.8,7.0,7.0,22.3,23.5,No,Yes,1.6,Autumn
2011-03-11,Adelaide,14.0,26.8,0.0,3.2,10.4,W,22.0,NNW,SE,7.0,7.0,68.0,51.0,1015.6,1012.8,7.5,4.166666666666667,18.6,25.6,No,No,0.0,Autumn
2011-03-11,MountGambier,9.5,26.4,0.2,3.0,6.9,ESE,37.0,SE,NNE,15.0,7.0,84.0,54.0,1017.5,1014.9,7.0,1.0,16.0,23.9,No,No,0.0,Autumn
2011-03-11,Melbourne,15.4,27.1,0.2,0.6,7.7,S,24.0,N,SSE,2.0,9.0,78.0,51.0,1017.1,1014.7,8.0,2.0,17.9,26.0,No,No,0.0,Autumn
2011-03-11,Sydney,22.0,26.7,0.0,3.6,1.8,ESE,22.0,S,ESE,7.0,19.0,86.0,76.0,1016.0,1015.3,7.5,4.166666666666667,23.2,25.3,No,No,1.0,Autumn
2011-03-12,Cobar,20.2,33.2,2.6,4.6,10.8375,ENE,33.0,NE,NNE,17.0,13.0,64.0,37.0,1016.9,1015.2,1.0,7.0,24.1,31.4,Yes,Yes,4.4,Autumn
2011-03-12,SydneyAirport,20.7,28.2,1.6,3.2,9.8,NNE,37.0,NW,ENE,4.0,24.0,86.0,59.0,1020.9,1019.1,2.0,3.0,22.7,27.2,Yes,No,0.0,Autumn
2011-03-12,MelbourneAirport,15.0,29.9,0.0,3.0,11.5,NNE,46.0,NNE,N,11.0,22.0,82.0,53.0,1017.1,1015.6,2.0,4.0,20.6,28.8,No,No,0.0,Autumn
2011-03-12,Sydney,20.6,28.1,1.0,3.2,9.8,NNE,36.125,N,E,4.0,20.0,82.0,69.0,1020.8,1019.2,1.6,5.0,23.3,26.1,No,No,0.2,Autumn
2011-03-12,MountGambier,12.5,29.9,0.0,4.0,11.4,WNW,35.0,N,WNW,11.0,17.0,82.0,38.0,1015.6,1013.9,1.0,4.0,19.3,29.3,No,No,0.0,Autumn
2011-03-12,Adelaide,17.2,32.0,0.0,3.425,11.2,W,30.0,NE,WSW,2.0,20.0,69.0,35.0,1015.0,1013.2,1.6,5.0,21.8,30.6,No,No,0.0,Autumn
2011-03-12,Canberra,13.5,27.6,1.4,2.4,10.1,NW,31.0,S,W,7.0,11.0,83.0,55.0,1021.3,1018.6,2.0,7.0,18.7,25.6,Yes,No,0.0,Autumn
2011-03-12,Dartmoor,13.0,30.1,0.0,4.0,11.4,NW,31.0,N,NNW,0.0,22.0,99.0,51.0,1015.5,1014.2,1.6,5.0,16.3,29.3,No,No,0.0,Autumn
2011-03-12,Melbourne,17.7,30.7,0.0,3.0,11.5,NNE,46.0,NNE,N,11.0,22.0,77.0,49.0,1017.1,1015.2,1.6,5.0,20.9,29.1,No,No,0.0,Autumn
2011-03-13,Melbourne,20.8,32.5,0.0,6.8,5.7,W,57.0,N,W,33.0,24.0,69.0,87.0,1016.5,1015.6,3.4,4.0,24.4,21.7,No,Yes,6.2,Autumn
2011-03-13,Adelaide,19.3,28.3,0.0,5.875,4.5,SE,35.0,SSW,S,4.0,11.0,60.0,61.0,1016.8,1018.6,3.4,4.0,23.8,24.2,No,No,0.0,Autumn
2011-03-13,Canberra,13.1,29.1,0.0,2.2,8.9,WNW,39.0,ESE,WNW,2.0,17.0,89.0,47.0,1022.0,1018.5,1.0,2.0,18.3,28.4,No,Yes,6.2,Autumn
2011-03-13,SydneyAirport,22.4,29.8,0.0,6.4,10.7,NNE,50.0,WNW,ENE,11.0,28.0,69.0,53.0,1021.7,1018.1,1.0,1.0,25.0,29.6,No,No,0.0,Autumn
2011-03-13,MelbourneAirport,20.4,32.3,0.0,6.8,5.7,W,57.0,N,W,33.0,24.0,76.0,55.0,1016.8,1015.7,7.0,7.0,23.2,26.8,No,Yes,11.2,Autumn
2011-03-13,Dartmoor,14.3,21.4,0.0,6.0,3.0,SSW,37.0,SSW,SSW,20.0,19.0,99.0,73.0,1017.5,1019.9,3.4,4.0,16.0,20.3,No,No,0.0,Autumn
2011-03-13,Cobar,20.2,33.1,4.4,6.4,6.525,NNE,44.0,NNE,NNE,15.0,15.0,65.0,36.0,1019.5,1017.3,1.0,3.0,24.3,31.2,Yes,No,0.0,Autumn
2011-03-13,MountGambier,13.2,22.5,0.0,6.0,3.0,SSW,39.0,SW,S,15.0,22.0,99.0,69.0,1018.1,1019.5,7.0,7.0,16.2,19.9,No,No,0.0,Autumn
2011-03-13,Sydney,21.8,27.7,0.2,6.4,10.7,NNE,44.75,N,NE,9.0,22.0,76.0,60.0,1021.5,1018.2,3.4,4.0,24.5,27.2,No,No,0.0,Autumn
2011-03-14,Canberra,17.9,24.1,6.2,5.0,2.8,ENE,39.0,S,ENE,7.0,19.0,92.0,73.0,1021.4,1020.5,6.0,3.0,20.4,21.8,Yes,No,0.2,Autumn
2011-03-14,Adelaide,15.4,27.1,0.0,12.2,11.0,E,28.0,SE,ENE,9.0,11.0,62.0,50.0,1022.1,1019.0,3.2,3.4,17.8,26.8,No,No,0.0,Autumn
2011-03-14,SydneyAirport,22.2,27.2,0.0,8.0,3.2,S,67.0,NW,S,13.0,37.0,62.0,86.0,1019.6,1021.0,2.0,8.0,26.6,21.5,No,No,0.2,Autumn
2011-03-14,Cobar,20.7,35.0,0.0,8.0,7.825,SSE,39.0,ESE,NE,11.0,4.0,57.0,28.0,1019.1,1016.2,1.0,4.0,25.6,32.0,No,No,0.0,Autumn
2011-03-14,Melbourne,15.0,23.7,6.2,5.6,10.7,S,39.0,SE,S,22.0,15.0,58.0,40.0,1025.8,1023.1,3.2,3.4,16.8,22.2,Yes,No,0.2,Autumn
2011-03-14,MelbourneAirport,13.1,21.1,11.2,5.6,10.7,S,39.0,SE,S,22.0,15.0,65.0,55.0,1025.9,1023.3,6.0,1.0,15.7,20.3,Yes,No,0.0,Autumn
2011-03-14,Dartmoor,5.7,22.2,0.0,3.2,10.5,ESE,39.0,SE,SE,0.0,19.0,99.0,59.0,1026.0,1023.0,3.2,3.4,9.5,20.7,No,No,0.0,Autumn
2011-03-14,MountGambier,5.0,22.9,0.0,3.2,10.5,S,37.0,SE,SE,9.0,15.0,88.0,44.0,1025.9,1022.2,1.0,1.0,12.8,22.3,No,No,0.0,Autumn
2011-03-14,Sydney,21.3,27.5,0.0,8.0,3.2,S,59.0,WNW,S,11.0,31.0,76.0,79.0,1019.4,1020.6,3.2,3.4,24.3,22.3,No,No,0.8,Autumn
2011-03-15,Sydney,17.5,24.5,0.8,4.0,3.4,W,28.0,WNW,SE,13.0,15.0,82.0,62.0,1021.4,1018.2,4.166666666666667,4.833333333333333,21.0,24.5,No,No,0.0,Autumn
2011-03-15,MelbourneAirport,10.5,26.0,0.0,4.4,9.9,SSE,35.0,NNW,S,6.0,17.0,87.0,50.0,1020.4,1017.2,4.0,4.0,14.1,25.8,No,No,0.2,Autumn
2011-03-15,Melbourne,12.3,25.6,0.2,4.4,9.9,SSE,35.0,NNW,S,6.0,17.0,73.0,38.0,1020.5,1017.4,3.0,5.0,16.1,25.1,No,No,0.0,Autumn
2011-03-15,MountGambier,6.2,23.3,0.0,3.8,10.0,S,35.0,ESE,S,4.0,24.0,92.0,56.0,1020.2,1019.3,1.0,7.0,12.3,20.0,No,No,0.0,Autumn
2011-03-15,Canberra,13.6,24.9,0.2,3.2,8.22857142857143,N,26.0,E,N,6.0,13.0,81.0,60.0,1022.2,1017.9,7.0,2.0,16.5,23.2,No,No,0.0,Autumn
2011-03-15,Cobar,21.5,36.2,0.0,8.4,8.22857142857143,SSW,43.0,NE,NNW,19.0,7.0,67.0,26.0,1017.6,1014.0,4.0,6.0,23.8,34.2,No,No,0.0,Autumn
2011-03-15,Adelaide,17.8,29.0,0.0,4.2,11.0,SSE,35.0,ESE,W,0.0,17.0,56.0,52.0,1018.3,1016.9,4.166666666666667,4.833333333333333,23.5,27.9,No,No,0.0,Autumn
2011-03-15,SydneyAirport,18.1,23.4,0.2,4.0,3.4,S,37.0,SW,S,17.0,22.0,80.0,73.0,1021.6,1018.5,6.0,5.0,21.6,22.8,No,No,0.4,Autumn
